problem   ,criterion ,notape,tape,ratio,routes,iterations,clients,maxroutes,current,total
 A-N37-K5  , REF       ,0.32,0.692,2.1625,4,17,37,0,8,30
 A-N37-K5  , REF       ,0.335,0.777,2.31940298507463,4,22,37,0,9,30
 A-N37-K5  , REF       ,0.188,0.423,2.25,4,17,37,0,10,30
 A-N37-K5  , REF       ,0.283,0.68,2.40282685512367,4,22,37,0,11,30
 A-N37-K5  , REF       ,0.324,0.714,2.2037037037037,4,20,37,0,12,30
 A-N37-K5  , REF       ,0.278,0.653,2.34892086330935,4,21,37,0,13,30
 A-N37-K5  , REF       ,0.191,0.454,2.37696335078534,4,16,37,0,14,30
 A-N37-K5  , REF       ,0.232,0.555,2.39224137931034,4,20,37,0,15,30
 A-N37-K5  , REF       ,0.327,0.805,2.46177370030581,4,17,37,0,16,30
 A-N37-K5  , REF       ,0.279,0.635,2.27598566308244,4,19,37,0,17,30
 A-N37-K5  , REF       ,0.323,0.581,1.79876160990712,4,19,37,0,18,30
 A-N37-K5  , REF       ,0.29,0.631,2.17586206896552,4,21,37,0,19,30
 A-N37-K5  , REF       ,0.239,0.568,2.3765690376569,4,20,37,0,20,30
 A-N37-K5  , REF       ,0.29,0.667,2.3,4,20,37,0,21,30
 A-N37-K5  , REF       ,0.203,0.466,2.29556650246305,4,16,37,0,22,30
 A-N37-K5  , REF       ,0.278,0.651,2.34172661870504,4,19,37,0,23,30
 A-N37-K5  , REF       ,0.221,0.506,2.289592760181,4,19,37,0,24,30
 A-N37-K5  , REF       ,0.329,0.698,2.12158054711246,4,23,37,0,25,30
 A-N37-K5  , REF       ,0.326,0.839,2.57361963190184,4,23,37,0,26,30
 A-N37-K5  , REF       ,0.346,0.769,2.22254335260116,4,19,37,0,27,30
 A-N37-K5  , REF       ,0.329,0.714,2.17021276595745,4,20,37,0,28,30
 A-N37-K5  , REF       ,0.358,0.853,2.38268156424581,4,17,37,0,29,30
 A-N37-K5  , REF       ,0.511,1.017,1.99021526418787,4,18,37,0,30,30
 A-N37-K5  , RERF      ,1.732,4.641,2.67956120092379,23,30,37,1,1,30
 A-N37-K5  , RERF      ,2.152,4.56,2.11895910780669,16,30,37,1,2,30
 A-N37-K5  , RERF      ,2.08,5.937,2.85432692307692,14,25,37,1,3,30
 A-N37-K5  , RERF      ,1.472,5.292,3.59510869565217,19,26,37,1,4,30
 A-N37-K5  , RERF      ,3.225,6.316,1.9584496124031,20,32,37,1,5,30
 A-N37-K5  , RERF      ,2.107,5.717,2.71333649738965,18,26,37,1,6,30
 A-N37-K5  , RERF      ,1.695,7.654,4.51563421828909,22,30,37,1,7,30
 A-N37-K5  , RERF      ,1.347,3.69,2.73942093541203,13,25,37,1,8,30
 A-N37-K5  , RERF      ,1.625,4.264,2.624,19,31,37,1,9,30
 A-N37-K5  , RERF      ,1.894,6.2,3.27349524815206,13,26,37,1,10,30
 A-N37-K5  , RERF      ,2.56,6.656,2.6,17,28,37,1,11,30
 A-N37-K5  , RERF      ,3.278,8.909,2.71781574130567,19,36,37,1,12,30
 A-N37-K5  , RERF      ,1.915,4.936,2.57754569190601,15,24,37,1,13,30
 A-N37-K5  , RERF      ,2.25,5.854,2.60177777777778,20,26,37,1,14,30
 A-N37-K5  , RERF      ,2.736,7.039,2.57273391812866,18,31,37,1,15,30
 A-N37-K5  , RERF      ,3.015,8.143,2.70082918739635,20,32,37,1,16,30
 A-N37-K5  , RERF      ,2.182,7.924,3.63153070577452,19,32,37,1,17,30
 A-N37-K5  , RERF      ,2.106,5.386,2.55745489078822,21,32,37,1,18,30
 A-N37-K5  , RERF      ,1.396,3.991,2.85888252148997,19,29,37,1,19,30
 A-N37-K5  , RERF      ,1.808,4.827,2.66980088495575,16,33,37,1,20,30
 A-N37-K5  , RERF      ,1.24,3.187,2.57016129032258,19,25,37,1,21,30
 A-N37-K5  , RERF      ,1.618,4.51,2.78739184177998,20,32,37,1,22,30
 A-N37-K5  , RERF      ,2.075,6.251,3.01253012048193,19,33,37,1,23,30
 A-N37-K5  , RERF      ,1.538,4.09,2.6592977893368,19,32,37,1,24,30
 A-N37-K5  , RERF      ,1.847,4.987,2.70005414185165,15,35,37,1,25,30
 A-N37-K5  , RERF      ,1.576,4.323,2.74302030456853,18,32,37,1,26,30
 A-N37-K5  , RERF      ,2.729,5.129,1.87944301942103,14,30,37,1,27,30
 A-N37-K5  , RERF      ,2.247,5.73,2.55006675567423,14,26,37,1,28,30
 A-N37-K5  , RERF      ,2.352,6.778,2.88180272108844,13,28,37,1,29,30
 A-N37-K5  , RERF      ,2.699,7.108,2.63356798814376,25,30,37,1,30,30
 A-N37-K5  , RERF      ,1.667,4.521,2.7120575884823,4,22,37,0,1,30
 A-N37-K5  , RERF      ,3.008,7.189,2.38996010638298,4,27,37,0,2,30
 A-N37-K5  , RERF      ,2.984,7.564,2.53485254691689,4,25,37,0,3,30
 A-N37-K5  , RERF      ,2.023,6.77,3.34651507661888,4,26,37,0,4,30
 A-N37-K5  , RERF      ,1.873,4.816,2.57127602776295,4,22,37,0,5,30
 A-N37-K5  , RERF      ,2.052,5.531,2.69541910331384,4,24,37,0,6,30
 A-N37-K5  , RERF      ,2.436,6.119,2.51190476190476,4,26,37,0,7,30
 A-N37-K5  , RERF      ,1.738,5.382,3.09666283084005,4,24,37,0,8,30
 A-N37-K5  , RERF      ,1.665,4.481,2.69129129129129,4,23,37,0,9,30
 A-N37-K5  , RERF      ,1.838,5.579,3.03536452665941,4,24,37,0,10,30
 A-N37-K5  , RERF      ,2.231,6.086,2.72792469744509,4,35,37,0,11,30
 A-N37-K5  , RERF      ,2.543,6.681,2.62721195438458,4,23,37,0,12,30
 A-N37-K5  , RERF      ,1.668,4.471,2.68045563549161,4,24,37,0,13,30
 A-N37-K5  , RERF      ,2.403,5.682,2.3645443196005,4,26,37,0,14,30
 A-N37-K5  , RERF      ,1.481,4.039,2.7272113436867,4,19,37,0,15,30
 A-N37-K5  , RERF      ,1.655,4.752,2.87129909365559,4,19,37,0,16,30
 A-N37-K5  , RERF      ,2.088,5.42,2.59578544061303,4,21,37,0,17,30
 A-N37-K5  , RERF      ,2.665,6.102,2.28968105065666,4,24,37,0,18,30
 A-N37-K5  , RERF      ,1.983,5.638,2.84316691880988,4,19,37,0,19,30
 A-N37-K5  , RERF      ,1.909,5.203,2.7255107386066,4,28,37,0,20,30
 A-N37-K5  , RERF      ,2.297,6.282,2.73487157161515,4,22,37,0,21,30
 A-N37-K5  , RERF      ,1.925,6.906,3.58753246753247,4,25,37,0,22,30
 A-N37-K5  , RERF      ,1.861,4.634,2.49005910800645,4,22,37,0,23,30
 A-N37-K5  , RERF      ,2.115,6.165,2.91489361702128,4,27,37,0,24,30
 A-N37-K5  , RERF      ,2.522,5.101,2.02260111022998,4,26,37,0,25,30
 A-N37-K5  , RERF      ,2.053,6.269,3.05358012664394,4,22,37,0,26,30
 A-N37-K5  , RERF      ,1.146,3.654,3.18848167539267,4,17,37,0,27,30
 A-N37-K5  , RERF      ,1.282,3.888,3.03276131045242,4,20,37,0,28,30
 A-N37-K5  , RERF      ,2.28,4.869,2.13552631578947,4,28,37,0,29,30
 A-N37-K5  , RERF      ,2,5.439,2.7195,4,21,37,0,30,30
 A-N37-K5  , REREG     ,1.727,2.317,1.34163288940359,23,21,37,1,1,30
 A-N37-K5  , REREG     ,5.491,8.59,1.56437807321071,16,28,37,1,2,30
 A-N37-K5  , REREG     ,6.597,11.263,1.7072911929665,14,26,37,1,3,30
 A-N37-K5  , REREG     ,5.026,7.451,1.4824910465579,19,34,37,1,4,30
 A-N37-K5  , REREG     ,1.622,2.594,1.59926017262639,20,20,37,1,5,30
 A-N37-K5  , REREG     ,2.681,4.537,1.692279000373,18,21,37,1,6,30
 A-N37-K5  , REREG     ,0.824,1.51,1.83252427184466,22,22,37,1,7,30
 A-N37-K5  , REREG     ,8.706,12.112,1.39122444291293,13,26,37,1,8,30
 A-N37-K5  , REREG     ,2.053,3.901,1.90014612761812,19,24,37,1,9,30
 A-N37-K5  , REREG     ,9.838,13.881,1.41095751168937,13,27,37,1,10,30
 A-N37-K5  , REREG     ,3.81,6.307,1.65538057742782,17,22,37,1,11,30
 A-N37-K5  , REREG     ,2.488,5.107,2.05265273311897,19,27,37,1,12,30
 A-N37-K5  , REREG     ,5.197,8.423,1.62074273619396,15,22,37,1,13,30
 A-N37-K5  , REREG     ,2.541,3.519,1.38488783943329,20,25,37,1,14,30
 A-N37-K5  , REREG     ,4.009,8.772,2.18807682713894,18,26,37,1,15,30
 A-N37-K5  , REREG     ,2.124,3.008,1.41619585687382,20,25,37,1,16,30
 A-N37-K5  , REREG     ,4.128,8.196,1.98546511627907,19,29,37,1,17,30
 A-N37-K5  , REREG     ,2.704,3.903,1.44341715976331,21,24,37,1,18,30
 A-N37-K5  , REREG     ,3.337,5.95,1.78303865747678,19,26,37,1,19,30
 A-N37-K5  , REREG     ,3.86,6.778,1.7559585492228,16,23,37,1,20,30
 A-N37-K5  , REREG     ,2.589,4.253,1.642719196601,19,23,37,1,21,30
 A-N37-K5  , REREG     ,2.372,4.339,1.82925801011804,20,27,37,1,22,30
 A-N37-K5  , REREG     ,1.781,3.612,2.02807411566536,19,23,37,1,23,30
 A-N37-K5  , REREG     ,3.33,5.654,1.6978978978979,19,27,37,1,24,30
 A-N37-K5  , REREG     ,3.362,6.187,1.84027364663891,15,23,37,1,25,30
 A-N37-K5  , REREG     ,2.039,3.618,1.77439921530162,18,19,37,1,26,30
 A-N37-K5  , REREG     ,7.684,12.301,1.60085892764185,14,23,37,1,27,30
 A-N37-K5  , REREG     ,6.373,12.121,1.90193001726032,14,25,37,1,28,30
 A-N37-K5  , REREG     ,8.542,13.276,1.55420276281901,13,29,37,1,29,30
 A-N37-K5  , REREG     ,1.134,1.851,1.63227513227513,25,20,37,1,30,30
 A-N37-K5  , REREG     ,36.49,53.962,1.47881611400384,4,29,37,0,1,30
 A-N37-K5  , REREG     ,50.3,55.339,1.10017892644135,4,24,37,0,2,30
 A-N37-K5  , REREG     ,55.177,84.26,1.52708556101274,4,28,37,0,3,30
 A-N37-K5  , REREG     ,46.806,62.947,1.34484895098919,4,25,37,0,4,30
 A-N37-K5  , REREG     ,57.127,92.908,1.62634130971345,4,27,37,0,5,30
 A-N37-K5  , REREG     ,31.446,52.92,1.68288494562106,4,20,37,0,6,30
 A-N37-K5  , REREG     ,44.613,64.502,1.44581175890436,4,26,37,0,7,30
 A-N37-K5  , REREG     ,39.26,58.123,1.48046357615894,4,28,37,0,8,30
 A-N37-K5  , REREG     ,28.156,52.747,1.87338400340958,4,25,37,0,9,30
 A-N37-K5  , REREG     ,37.89,44.609,1.17732911058327,4,26,37,0,10,30
 A-N37-K5  , REREG     ,35.623,47.248,1.32633410998512,4,22,37,0,11,30
 A-N37-K5  , REREG     ,33.523,48.967,1.46069862482475,4,22,37,0,12,30
 A-N37-K5  , REREG     ,36.25,53.265,1.46937931034483,4,28,37,0,13,30
 A-N37-K5  , REREG     ,33.782,51.726,1.53117044579954,4,24,37,0,14,30
 A-N37-K5  , REREG     ,57.702,87.231,1.51175002599563,4,32,37,0,15,30
 A-N37-K5  , REREG     ,42.356,78.606,1.85584096704127,4,27,37,0,16,30
 A-N37-K5  , REREG     ,38.145,63.057,1.65308690523004,4,27,37,0,17,30
 A-N37-K5  , REREG     ,28.584,49.453,1.73009375874615,4,24,37,0,18,30
 A-N37-K5  , REREG     ,23.798,30.636,1.28733507017396,4,16,37,0,19,30
 A-N37-K5  , REREG     ,57.586,76.413,1.32693710276803,4,31,37,0,20,30
 A-N37-K5  , REREG     ,40.996,67.255,1.64052590496634,4,24,37,0,21,30
 A-N37-K5  , REREG     ,35.002,52.552,1.50139992000457,4,20,37,0,22,30
 A-N37-K5  , REREG     ,38.042,57.542,1.5125913464066,4,27,37,0,23,30
 A-N37-K5  , REREG     ,27.809,45.184,1.62479772735445,4,19,37,0,24,30
 A-N37-K5  , REREG     ,40.269,49.351,1.22553328863394,4,26,37,0,25,30
 A-N37-K5  , REREG     ,33.581,57.102,1.70042583603824,4,24,37,0,26,30
 A-N37-K5  , REREG     ,33.86,51.715,1.52731836975783,4,24,37,0,27,30
 A-N37-K5  , REREG     ,41.789,53.327,1.27610136638828,4,23,37,0,28,30
 A-N37-K5  , REREG     ,27.884,54.463,1.95319896714962,4,23,37,0,29,30
 A-N37-K5  , REREG     ,45.822,50.78,1.10820130068526,4,23,37,0,30,30
 A-N65-K9  , RAB       ,0.004,0.007,1.75,38,6,65,1,1,30
 A-N65-K9  , RAB       ,0.007,0.017,2.42857142857143,35,9,65,1,2,30
 A-N65-K9  , RAB       ,0.006,0.005,0.833333333333333,40,4,65,1,3,30
 A-N65-K9  , RAB       ,0.011,0.02,1.81818181818182,31,10,65,1,4,30
 A-N65-K9  , RAB       ,0.017,0.028,1.64705882352941,27,14,65,1,5,30
 A-N65-K9  , RAB       ,0.028,0.071,2.53571428571429,27,21,65,1,6,30
 A-N65-K9  , RAB       ,0.015,0.022,1.46666666666667,30,12,65,1,7,30
 A-N65-K9  , RAB       ,0.016,0.02,1.25,32,12,65,1,8,30
 A-N65-K9  , RAB       ,0.012,0.013,1.08333333333333,34,11,65,1,9,30
 A-N65-K9  , RAB       ,0.004,0.011,2.75,36,5,65,1,10,30
 A-N65-K9  , RAB       ,0.007,0.007,1,37,6,65,1,11,30
 A-N65-K9  , RAB       ,0.007,0.013,1.85714285714286,33,9,65,1,12,30
 A-N65-K9  , RAB       ,0.007,0.011,1.57142857142857,36,7,65,1,13,30
 A-N65-K9  , RAB       ,0.007,0.009,1.28571428571429,34,8,65,1,14,30
 A-N65-K9  , RAB       ,0.021,0.024,1.14285714285714,32,13,65,1,15,30
 A-N65-K9  , RAB       ,0.011,0.008,0.727272727272727,40,7,65,1,16,30
 A-N65-K9  , RAB       ,0.015,0.036,2.4,27,15,65,1,17,30
 A-N65-K9  , RAB       ,0.018,0.017,0.944444444444444,28,12,65,1,18,30
 A-N65-K9  , RAB       ,0.005,0.009,1.8,41,7,65,1,19,30
 A-N65-K9  , RAB       ,0.017,0.027,1.58823529411765,28,11,65,1,20,30
 A-N65-K9  , RAB       ,0.011,0.016,1.45454545454545,33,10,65,1,21,30
 A-N65-K9  , RAB       ,0.012,0.02,1.66666666666667,35,11,65,1,22,30
 A-N65-K9  , RAB       ,0.022,0.026,1.18181818181818,30,13,65,1,23,30
 A-N65-K9  , RAB       ,0.011,0.013,1.18181818181818,29,9,65,1,24,30
 A-N65-K9  , RAB       ,0.012,0.015,1.25,30,11,65,1,25,30
 A-N65-K9  , RAB       ,0.016,0.021,1.3125,28,12,65,1,26,30
 A-N65-K9  , RAB       ,0.005,0.008,1.6,34,8,65,1,27,30
 A-N65-K9  , RAB       ,0.007,0.012,1.71428571428571,35,7,65,1,28,30
 A-N65-K9  , RAB       ,0.014,0.025,1.78571428571429,33,13,65,1,29,30
 A-N65-K9  , RAB       ,0.02,0.048,2.4,27,18,65,1,30,30
 A-N65-K9  , RAB       ,0.066,0.195,2.95454545454545,6,38,65,0,1,30
 A-N65-K9  , RAB       ,0.056,0.181,3.23214285714286,6,33,65,0,2,30
 A-N65-K9  , RAB       ,0.088,0.229,2.60227272727273,6,43,65,0,3,30
 A-N65-K9  , RAB       ,0.068,0.229,3.36764705882353,6,39,65,0,4,30
 A-N65-K9  , RAB       ,0.063,0.201,3.19047619047619,6,37,65,0,5,30
 A-N65-K9  , RAB       ,0.084,0.247,2.94047619047619,6,46,65,0,6,30
 A-N65-K9  , RAB       ,0.06,0.189,3.15,6,36,65,0,7,30
 A-N65-K9  , RAB       ,0.073,0.222,3.04109589041096,6,42,65,0,8,30
 A-N65-K9  , RAB       ,0.055,0.188,3.41818181818182,6,33,65,0,9,30
 A-N65-K9  , RAB       ,0.059,0.192,3.25423728813559,6,36,65,0,10,30
 A-N65-K9  , RAB       ,0.067,0.189,2.82089552238806,6,34,65,0,11,30
 A-N65-K9  , RAB       ,0.079,0.238,3.0126582278481,6,43,65,0,12,30
 A-N65-K9  , RAB       ,0.062,0.203,3.2741935483871,6,36,65,0,13,30
 A-N65-K9  , RAB       ,0.085,0.261,3.07058823529412,6,50,65,0,14,30
 A-N65-K9  , RAB       ,0.062,0.207,3.33870967741935,6,38,65,0,15,30
 A-N65-K9  , RAB       ,0.064,0.202,3.15625,6,39,65,0,16,30
 A-N65-K9  , RAB       ,0.068,0.205,3.01470588235294,6,38,65,0,17,30
 A-N65-K9  , RAB       ,0.047,0.151,3.21276595744681,6,28,65,0,18,30
 A-N65-K9  , RAB       ,0.051,0.162,3.17647058823529,6,30,65,0,19,30
 A-N65-K9  , RAB       ,0.061,0.187,3.0655737704918,6,34,65,0,20,30
 A-N65-K9  , RAB       ,0.07,0.222,3.17142857142857,6,39,65,0,21,30
 A-N65-K9  , RAB       ,0.068,0.22,3.23529411764706,6,38,65,0,22,30
 A-N65-K9  , RAB       ,0.065,0.193,2.96923076923077,6,38,65,0,23,30
 A-N65-K9  , RAB       ,0.072,0.21,2.91666666666667,6,40,65,0,24,30
 A-N65-K9  , RAB       ,0.049,0.194,3.95918367346939,6,30,65,0,25,30
 A-N65-K9  , RAB       ,0.066,0.204,3.09090909090909,6,40,65,0,26,30
 A-N65-K9  , RAB       ,0.058,0.187,3.22413793103448,6,33,65,0,27,30
 A-N65-K9  , RAB       ,0.074,0.223,3.01351351351351,6,38,65,0,28,30
 A-N65-K9  , RAB       ,0.066,0.187,2.83333333333333,6,37,65,0,29,30
 A-N65-K9  , RAB       ,0.065,0.198,3.04615384615385,6,38,65,0,30,30
 A-N65-K9  , RARB      ,1.433,2.82,1.96789951151431,38,67,65,1,1,30
 A-N65-K9  , RARB      ,1.204,2.486,2.06478405315615,35,60,65,1,2,30
 A-N65-K9  , RARB      ,1.136,2.227,1.96038732394366,40,52,65,1,3,30
 A-N65-K9  , RARB      ,1.308,2.83,2.16360856269113,31,72,65,1,4,30
 A-N65-K9  , RARB      ,1.031,2.328,2.25800193986421,27,62,65,1,5,30
 A-N65-K9  , RARB      ,1.092,2.441,2.23534798534798,27,65,65,1,6,30
 A-N65-K9  , RARB      ,1.305,2.63,2.01532567049808,30,62,65,1,7,30
 A-N65-K9  , RARB      ,1.269,2.901,2.28605200945626,32,62,65,1,8,30
 A-N65-K9  , RARB      ,1.558,2.862,1.83697047496791,34,67,65,1,9,30
 A-N65-K9  , RARB      ,1.329,2.625,1.97516930022573,36,60,65,1,10,30
 A-N65-K9  , RARB      ,1.779,3.079,1.73074761101743,37,69,65,1,11,30
 A-N65-K9  , RARB      ,1.545,3.32,2.14886731391586,33,60,65,1,12,30
 A-N65-K9  , RARB      ,1.888,3.461,1.83315677966102,36,61,65,1,13,30
 A-N65-K9  , RARB      ,1.54,3.356,2.17922077922078,34,60,65,1,14,30
 A-N65-K9  , RARB      ,2.219,4.39,1.97836863452005,32,75,65,1,15,30
 A-N65-K9  , RARB      ,2.259,4.534,2.00708277999115,40,63,65,1,16,30
 A-N65-K9  , RARB      ,1.824,3.797,2.08168859649123,27,61,65,1,17,30
 A-N65-K9  , RARB      ,1.787,4.117,2.30386121992166,28,65,65,1,18,30
 A-N65-K9  , RARB      ,2.786,5.017,1.80078966259871,41,69,65,1,19,30
 A-N65-K9  , RARB      ,1.891,4.11,2.17345319936542,28,62,65,1,20,30
 A-N65-K9  , RARB      ,1.713,4.158,2.42732049036778,33,63,65,1,21,30
 A-N65-K9  , RARB      ,1.948,3.684,1.8911704312115,35,62,65,1,22,30
 A-N65-K9  , RARB      ,1.534,3.293,2.14667535853977,30,56,65,1,23,30
 A-N65-K9  , RARB      ,1.779,3.87,2.17537942664418,29,59,65,1,24,30
 A-N65-K9  , RARB      ,1.795,4.43,2.46796657381616,30,63,65,1,25,30
 A-N65-K9  , RARB      ,1.205,3.068,2.54605809128631,28,60,65,1,26,30
 A-N65-K9  , RARB      ,2.04,4.01,1.9656862745098,34,73,65,1,27,30
 A-N65-K9  , RARB      ,1.583,3.243,2.04864181933039,35,62,65,1,28,30
 A-N65-K9  , RARB      ,1.452,2.945,2.02823691460055,33,57,65,1,29,30
 A-N65-K9  , RARB      ,1.272,2.873,2.25864779874214,27,58,65,1,30,30
 A-N65-K9  , RARB      ,0.857,2.572,3.00116686114352,6,78,65,0,1,30
 A-N65-K9  , RARB      ,0.672,2.179,3.24255952380952,6,58,65,0,2,30
 A-N65-K9  , RARB      ,0.707,2.345,3.31683168316832,6,67,65,0,3,30
 A-N65-K9  , RARB      ,0.681,2.552,3.74743024963289,6,68,65,0,4,30
 A-N65-K9  , RARB      ,0.911,2.431,2.66849615806806,6,73,65,0,5,30
 A-N65-K9  , RARB      ,0.724,2.367,3.26933701657459,6,71,65,0,6,30
 A-N65-K9  , RARB      ,0.631,1.977,3.13312202852615,6,64,65,0,7,30
 A-N65-K9  , RARB      ,0.787,2.194,2.78780177890724,6,72,65,0,8,30
 A-N65-K9  , RARB      ,0.686,1.97,2.87172011661808,6,61,65,0,9,30
 A-N65-K9  , RARB      ,0.751,2.505,3.33555259653795,6,75,65,0,10,30
 A-N65-K9  , RARB      ,0.886,2.415,2.72573363431151,6,80,65,0,11,30
 A-N65-K9  , RARB      ,0.656,2.188,3.33536585365854,6,68,65,0,12,30
 A-N65-K9  , RARB      ,0.561,1.85,3.29768270944741,6,55,65,0,13,30
 A-N65-K9  , RARB      ,0.812,2.451,3.01847290640394,6,80,65,0,14,30
 A-N65-K9  , RARB      ,0.767,2.337,3.04693611473273,6,70,65,0,15,30
 A-N65-K9  , RARB      ,0.911,2.332,2.55982436882547,6,70,65,0,16,30
 A-N65-K9  , RARB      ,0.764,2.402,3.14397905759162,6,72,65,0,17,30
 A-N65-K9  , RARB      ,0.862,2.79,3.23665893271462,6,68,65,0,18,30
 A-N65-K9  , RARB      ,0.79,2.545,3.22151898734177,6,68,65,0,19,30
 A-N65-K9  , RARB      ,0.925,2.899,3.13405405405405,6,77,65,0,20,30
 A-N65-K9  , RARB      ,1.154,2.732,2.36741767764298,6,66,65,0,21,30
 A-N65-K9  , RARB      ,0.857,2.907,3.39206534422404,6,66,65,0,22,30
 A-N65-K9  , RARB      ,0.754,2.343,3.10742705570292,6,63,65,0,23,30
 A-N65-K9  , RARB      ,0.811,2.62,3.23057953144266,6,66,65,0,24,30
 A-N65-K9  , RARB      ,0.933,2.875,3.08145766345123,6,73,65,0,25,30
 A-N65-K9  , RARB      ,0.912,2.807,3.07785087719298,6,70,65,0,26,30
 A-N65-K9  , RARB      ,0.747,2.226,2.97991967871486,6,63,65,0,27,30
 A-N65-K9  , RARB      ,1.38,4.212,3.05217391304348,6,86,65,0,28,30
 A-N65-K9  , RARB      ,1.026,3.133,3.05360623781676,6,78,65,0,29,30
 A-N65-K9  , RARB      ,0.867,2.928,3.37716262975779,6,75,65,0,30,30
 A-N65-K9  , RARAC     ,1.654,3.162,1.91172914147521,38,43,65,1,1,30
 A-N65-K9  , RARAC     ,1.541,2.7,1.75210902011681,35,40,65,1,2,30
 A-N65-K9  , RARAC     ,2.064,2.726,1.32073643410853,40,39,65,1,3,30
 A-N65-K9  , RARAC     ,2.288,4.603,2.0118006993007,31,46,65,1,4,30
 A-N65-K9  , RARAC     ,2.37,4.08,1.72151898734177,27,58,65,1,5,30
 A-N65-K9  , RARAC     ,1.832,3.272,1.78602620087336,27,45,65,1,6,30
 A-N65-K9  , RARAC     ,2.319,4.036,1.74040534713238,30,55,65,1,7,30
 A-N65-K9  , RARAC     ,1.732,3.688,2.12933025404157,32,46,65,1,8,30
 A-N65-K9  , RARAC     ,1.876,2.483,1.32356076759062,34,42,65,1,9,30
 A-N65-K9  , RARAC     ,1.827,3.221,1.76299945265463,36,46,65,1,10,30
 A-N65-K9  , RARAC     ,1.32,2.621,1.98560606060606,37,34,65,1,11,30
 A-N65-K9  , RARAC     ,2.188,3.624,1.6563071297989,33,52,65,1,12,30
 A-N65-K9  , RARAC     ,1.72,2.699,1.56918604651163,36,41,65,1,13,30
 A-N65-K9  , RARAC     ,1.446,2.517,1.74066390041494,34,36,65,1,14,30
 A-N65-K9  , RARAC     ,2.136,3.47,1.62453183520599,32,51,65,1,15,30
 A-N65-K9  , RARAC     ,1.536,2.468,1.60677083333333,40,37,65,1,16,30
 A-N65-K9  , RARAC     ,1.703,2.916,1.71227246036406,27,38,65,1,17,30
 A-N65-K9  , RARAC     ,3.05,4.326,1.41836065573771,28,52,65,1,18,30
 A-N65-K9  , RARAC     ,2.067,3.281,1.58732462506047,41,37,65,1,19,30
 A-N65-K9  , RARAC     ,2.795,4.858,1.73810375670841,28,49,65,1,20,30
 A-N65-K9  , RARAC     ,2.313,4.089,1.76783398184176,33,41,65,1,21,30
 A-N65-K9  , RARAC     ,1.296,2.91,2.24537037037037,35,32,65,1,22,30
 A-N65-K9  , RARAC     ,2.402,3.491,1.4533721898418,30,45,65,1,23,30
 A-N65-K9  , RARAC     ,2.467,4.763,1.93068504256182,29,47,65,1,24,30
 A-N65-K9  , RARAC     ,2.392,4.567,1.90928093645485,30,44,65,1,25,30
 A-N65-K9  , RARAC     ,2.305,4.046,1.75531453362256,28,48,65,1,26,30
 A-N65-K9  , RARAC     ,2.401,4.105,1.70970428987922,34,44,65,1,27,30
 A-N65-K9  , RARAC     ,2.686,4.703,1.75093075204765,35,45,65,1,28,30
 A-N65-K9  , RARAC     ,2.757,4.922,1.78527384838593,33,49,65,1,29,30
 A-N65-K9  , RARAC     ,3.253,4.561,1.40209037811251,27,58,65,1,30,30
 A-N65-K9  , RARAC     ,2.406,4.938,2.05236907730673,6,49,65,0,1,30
 A-N65-K9  , RARAC     ,2.943,5.041,1.71287801563031,6,58,65,0,2,30
 A-N65-K9  , RARAC     ,2.076,4.861,2.34152215799615,6,55,65,0,3,30
 A-N65-K9  , RARAC     ,2.241,4.723,2.10754127621597,6,65,65,0,4,30
 A-N65-K9  , RARAC     ,2.287,4.445,1.94359422824661,6,60,65,0,5,30
 A-N65-K9  , RARAC     ,2.416,4.975,2.05918874172185,6,66,65,0,6,30
 A-N65-K9  , RARAC     ,4.052,6.684,1.64955577492596,6,82,65,0,7,30
 A-N65-K9  , RARAC     ,3.143,7.3,2.32262169901368,6,82,65,0,8,30
 A-N65-K9  , RARAC     ,3.157,5.322,1.68577763699715,6,64,65,0,9,30
 A-N65-K9  , RARAC     ,3.082,5.965,1.93543153796236,6,60,65,0,10,30
 A-N65-K9  , RARAC     ,2.743,5.46,1.99052132701422,6,55,65,0,11,30
 A-N65-K9  , RARAC     ,2.853,6.023,2.11111111111111,6,66,65,0,12,30
 A-N65-K9  , RARAC     ,1.909,5.747,3.01047668936616,6,59,65,0,13,30
 A-N65-K9  , RARAC     ,2.347,4.673,1.9910524073285,6,73,65,0,14,30
 A-N65-K9  , RARAC     ,2.57,3.633,1.4136186770428,6,55,65,0,15,30
 A-N65-K9  , RARAC     ,2.512,5.602,2.23009554140127,6,51,65,0,16,30
 A-N65-K9  , RARAC     ,3.011,6.572,2.18266356692129,6,62,65,0,17,30
 A-N65-K9  , RARAC     ,2.624,5.826,2.2202743902439,6,65,65,0,18,30
 A-N65-K9  , RARAC     ,3.044,6.965,2.28810775295664,6,86,65,0,19,30
 A-N65-K9  , RARAC     ,2.832,5.094,1.79872881355932,6,72,65,0,20,30
 A-N65-K9  , RARAC     ,2.45,5.132,2.09469387755102,6,58,65,0,21,30
 A-N65-K9  , RARAC     ,2.336,5.34,2.28595890410959,6,63,65,0,22,30
 A-N65-K9  , RARAC     ,2.496,4.396,1.76121794871795,6,48,65,0,23,30
 A-N65-K9  , RARAC     ,3.372,5.741,1.70255041518387,6,67,65,0,24,30
 A-N65-K9  , RARAC     ,3.519,5.567,1.5819835180449,6,64,65,0,25,30
