problem   ,criterion ,notape,tape,ratio,routes,iterations,clients,maxroutes,current,total
 A-N33-K5  , RAB       ,0.003,0.006,2,16,7,33,1,1,30
 A-N33-K5  , RAB       ,0.003,0.01,3.33333333333333,12,9,33,1,2,30
 A-N33-K5  , RAB       ,0.006,0.017,2.83333333333333,13,11,33,1,3,30
 A-N33-K5  , RAB       ,0.003,0.006,2,12,6,33,1,4,30
 A-N33-K5  , RAB       ,0.004,0.006,1.5,16,5,33,1,5,30
 A-N33-K5  , RAB       ,0.004,0.016,4,14,10,33,1,6,30
 A-N33-K5  , RAB       ,0.009,0.011,1.22222222222222,13,7,33,1,7,30
 A-N33-K5  , RAB       ,0.001,0.002,2,22,2,33,1,8,30
 A-N33-K5  , RAB       ,0.002,0.003,1.5,16,5,33,1,9,30
 A-N33-K5  , RAB       ,0.002,0.004,2,16,6,33,1,10,30
 A-N33-K5  , RAB       ,0.004,0.01,2.5,11,8,33,1,11,30
 A-N33-K5  , RAB       ,0.002,0.005,2.5,19,4,33,1,12,30
 A-N33-K5  , RAB       ,0.002,0.003,1.5,15,5,33,1,13,30
 A-N33-K5  , RAB       ,0.005,0.008,1.6,14,8,33,1,14,30
 A-N33-K5  , RAB       ,0.002,0.007,3.5,14,5,33,1,15,30
 A-N33-K5  , RAB       ,0.003,0.008,2.66666666666667,12,7,33,1,16,30
 A-N33-K5  , RAB       ,0.002,0.002,1,17,4,33,1,17,30
 A-N33-K5  , RAB       ,0.004,0.004,1,13,5,33,1,18,30
 A-N33-K5  , RAB       ,0.001,0.002,2,20,2,33,1,19,30
 A-N33-K5  , RAB       ,0.001,0.001,1,23,2,33,1,20,30
 A-N33-K5  , RAB       ,0.002,0.007,3.5,16,6,33,1,21,30
 A-N33-K5  , RAB       ,0.002,0.003,1.5,17,5,33,1,22,30
 A-N33-K5  , RAB       ,0.001,0.002,2,19,4,33,1,23,30
 A-N33-K5  , RAB       ,0.004,0.005,1.25,18,7,33,1,24,30
 A-N33-K5  , RAB       ,0.002,0.005,2.5,16,5,33,1,25,30
 A-N33-K5  , RAB       ,0.002,0.006,3,16,6,33,1,26,30
 A-N33-K5  , RAB       ,0.003,0.005,1.66666666666667,17,8,33,1,27,30
 A-N33-K5  , RAB       ,0.006,0.012,2,15,11,33,1,28,30
 A-N33-K5  , RAB       ,0.003,0.007,2.33333333333333,12,8,33,1,29,30
 A-N33-K5  , RAB       ,0.002,0.006,3,18,6,33,1,30,30
 A-N33-K5  , RAB       ,0.012,0.051,4.25,4,19,33,0,1,30
 A-N33-K5  , RAB       ,0.019,0.06,3.15789473684211,4,25,33,0,2,30
 A-N33-K5  , RAB       ,0.017,0.047,2.76470588235294,4,21,33,0,3,30
 A-N33-K5  , RAB       ,0.014,0.036,2.57142857142857,4,16,33,0,4,30
 A-N33-K5  , RAB       ,0.016,0.055,3.4375,4,22,33,0,5,30
 A-N33-K5  , RAB       ,0.012,0.042,3.5,4,18,33,0,6,30
 A-N33-K5  , RAB       ,0.012,0.051,4.25,4,16,33,0,7,30
 A-N33-K5  , RAB       ,0.012,0.028,2.33333333333333,4,14,33,0,8,30
 A-N33-K5  , RAB       ,0.016,0.062,3.875,4,20,33,0,9,30
 A-N33-K5  , RAB       ,0.017,0.043,2.52941176470588,4,19,33,0,10,30
 A-N33-K5  , RAB       ,0.015,0.044,2.93333333333333,4,17,33,0,11,30
 A-N33-K5  , RAB       ,0.015,0.035,2.33333333333333,4,14,33,0,12,30
 A-N33-K5  , RAB       ,0.017,0.043,2.52941176470588,4,17,33,0,13,30
 A-N33-K5  , RAB       ,0.022,0.059,2.68181818181818,4,22,33,0,14,30
 A-N33-K5  , RAB       ,0.014,0.045,3.21428571428571,4,18,33,0,15,30
 A-N33-K5  , RAB       ,0.018,0.064,3.55555555555556,4,20,33,0,16,30
 A-N33-K5  , RAB       ,0.016,0.036,2.25,4,14,33,0,17,30
 A-N33-K5  , RAB       ,0.016,0.056,3.5,4,19,33,0,18,30
 A-N33-K5  , RAB       ,0.018,0.047,2.61111111111111,4,21,33,0,19,30
 A-N33-K5  , RAB       ,0.021,0.054,2.57142857142857,4,24,33,0,20,30
 A-N33-K5  , RAB       ,0.017,0.043,2.52941176470588,4,17,33,0,21,30
 A-N33-K5  , RAB       ,0.012,0.042,3.5,4,17,33,0,22,30
 A-N33-K5  , RAB       ,0.013,0.052,4,4,18,33,0,23,30
 A-N33-K5  , RAB       ,0.01,0.039,3.9,4,16,33,0,24,30
 A-N33-K5  , RAB       ,0.016,0.041,2.5625,4,15,33,0,25,30
 A-N33-K5  , RAB       ,0.021,0.054,2.57142857142857,4,23,33,0,26,30
 A-N33-K5  , RAB       ,0.012,0.042,3.5,4,18,33,0,27,30
 A-N33-K5  , RAB       ,0.015,0.04,2.66666666666667,4,17,33,0,28,30
 A-N33-K5  , RAB       ,0.015,0.029,1.93333333333333,4,14,33,0,29,30
 A-N33-K5  , RAB       ,0.02,0.054,2.7,4,19,33,0,30,30
 A-N33-K5  , RARB      ,0.122,0.307,2.51639344262295,16,28,33,1,1,30
 A-N33-K5  , RARB      ,0.073,0.212,2.9041095890411,12,22,33,1,2,30
 A-N33-K5  , RARB      ,0.122,0.288,2.36065573770492,13,27,33,1,3,30
 A-N33-K5  , RARB      ,0.083,0.268,3.2289156626506,12,26,33,1,4,30
 A-N33-K5  , RARB      ,0.188,0.397,2.11170212765957,16,33,33,1,5,30
 A-N33-K5  , RARB      ,0.117,0.312,2.66666666666667,14,32,33,1,6,30
 A-N33-K5  , RARB      ,0.105,0.289,2.75238095238095,13,28,33,1,7,30
 A-N33-K5  , RARB      ,0.124,0.334,2.69354838709677,22,27,33,1,8,30
 A-N33-K5  , RARB      ,0.129,0.311,2.41085271317829,16,28,33,1,9,30
 A-N33-K5  , RARB      ,0.099,0.266,2.68686868686869,16,26,33,1,10,30
 A-N33-K5  , RARB      ,0.097,0.342,3.52577319587629,11,29,33,1,11,30
 A-N33-K5  , RARB      ,0.095,0.249,2.62105263157895,19,23,33,1,12,30
 A-N33-K5  , RARB      ,0.112,0.301,2.6875,15,30,33,1,13,30
 A-N33-K5  , RARB      ,0.109,0.332,3.04587155963303,14,31,33,1,14,30
 A-N33-K5  , RARB      ,0.103,0.273,2.6504854368932,14,27,33,1,15,30
 A-N33-K5  , RARB      ,0.104,0.304,2.92307692307692,12,32,33,1,16,30
 A-N33-K5  , RARB      ,0.103,0.271,2.63106796116505,17,26,33,1,17,30
 A-N33-K5  , RARB      ,0.116,0.334,2.87931034482759,13,35,33,1,18,30
 A-N33-K5  , RARB      ,0.122,0.331,2.71311475409836,20,28,33,1,19,30
 A-N33-K5  , RARB      ,0.149,0.348,2.33557046979866,23,30,33,1,20,30
 A-N33-K5  , RARB      ,0.087,0.237,2.72413793103448,16,23,33,1,21,30
 A-N33-K5  , RARB      ,0.1,0.27,2.7,17,26,33,1,22,30
 A-N33-K5  , RARB      ,0.095,0.251,2.64210526315789,19,23,33,1,23,30
 A-N33-K5  , RARB      ,0.106,0.271,2.55660377358491,18,25,33,1,24,30
 A-N33-K5  , RARB      ,0.104,0.278,2.67307692307692,16,27,33,1,25,30
 A-N33-K5  , RARB      ,0.128,0.323,2.5234375,16,32,33,1,26,30
 A-N33-K5  , RARB      ,0.095,0.256,2.69473684210526,17,24,33,1,27,30
 A-N33-K5  , RARB      ,0.131,0.407,3.10687022900763,15,36,33,1,28,30
 A-N33-K5  , RARB      ,0.105,0.321,3.05714285714286,12,33,33,1,29,30
 A-N33-K5  , RARB      ,0.103,0.265,2.57281553398058,18,24,33,1,30,30
 A-N33-K5  , RARB      ,0.069,0.24,3.47826086956522,4,29,33,0,1,30
 A-N33-K5  , RARB      ,0.083,0.284,3.42168674698795,4,35,33,0,2,30
 A-N33-K5  , RARB      ,0.07,0.233,3.32857142857143,4,30,33,0,3,30
 A-N33-K5  , RARB      ,0.065,0.246,3.78461538461538,4,28,33,0,4,30
 A-N33-K5  , RARB      ,0.064,0.237,3.703125,4,26,33,0,5,30
 A-N33-K5  , RARB      ,0.074,0.252,3.40540540540541,4,32,33,0,6,30
 A-N33-K5  , RARB      ,0.064,0.226,3.53125,4,28,33,0,7,30
 A-N33-K5  , RARB      ,0.072,0.248,3.44444444444444,4,31,33,0,8,30
 A-N33-K5  , RARB      ,0.068,0.228,3.35294117647059,4,29,33,0,9,30
 A-N33-K5  , RARB      ,0.071,0.24,3.38028169014084,4,30,33,0,10,30
 A-N33-K5  , RARB      ,0.07,0.222,3.17142857142857,4,29,33,0,11,30
 A-N33-K5  , RARB      ,0.062,0.201,3.24193548387097,4,26,33,0,12,30
 A-N33-K5  , RARB      ,0.092,0.317,3.44565217391304,4,40,33,0,13,30
 A-N33-K5  , RARB      ,0.063,0.219,3.47619047619048,4,27,33,0,14,30
 A-N33-K5  , RARB      ,0.074,0.242,3.27027027027027,4,31,33,0,15,30
 A-N33-K5  , RARB      ,0.065,0.218,3.35384615384615,4,28,33,0,16,30
 A-N33-K5  , RARB      ,0.082,0.27,3.29268292682927,4,35,33,0,17,30
 A-N33-K5  , RARB      ,0.08,0.294,3.675,4,35,33,0,18,30
 A-N33-K5  , RARB      ,0.065,0.217,3.33846153846154,4,28,33,0,19,30
 A-N33-K5  , RARB      ,0.075,0.236,3.14666666666667,4,31,33,0,20,30
 A-N33-K5  , RARB      ,0.058,0.196,3.37931034482759,4,25,33,0,21,30
 A-N33-K5  , RARB      ,0.063,0.212,3.36507936507936,4,27,33,0,22,30
 A-N33-K5  , RARB      ,0.072,0.233,3.23611111111111,4,30,33,0,23,30
 A-N33-K5  , RARB      ,0.085,0.283,3.32941176470588,4,37,33,0,24,30
 A-N33-K5  , RARB      ,0.074,0.239,3.22972972972973,4,31,33,0,25,30
 A-N33-K5  , RARB      ,0.069,0.231,3.34782608695652,4,30,33,0,26,30
 A-N33-K5  , RARB      ,0.083,0.253,3.04819277108434,4,32,33,0,27,30
 A-N33-K5  , RARB      ,0.068,0.223,3.27941176470588,4,28,33,0,28,30
 A-N33-K5  , RARB      ,0.056,0.203,3.625,4,24,33,0,29,30
 A-N33-K5  , RARB      ,0.081,0.283,3.49382716049383,4,34,33,0,30,30
 A-N33-K5  , RARAC     ,0.166,0.351,2.1144578313253,16,22,33,1,1,30
 A-N33-K5  , RARAC     ,0.148,0.305,2.06081081081081,12,18,33,1,2,30
 A-N33-K5  , RARAC     ,0.186,0.36,1.93548387096774,13,24,33,1,3,30
 A-N33-K5  , RARAC     ,0.223,0.44,1.97309417040359,12,29,33,1,4,30
 A-N33-K5  , RARAC     ,0.141,0.286,2.02836879432624,16,17,33,1,5,30
 A-N33-K5  , RARAC     ,0.176,0.351,1.99431818181818,14,22,33,1,6,30
 A-N33-K5  , RARAC     ,0.144,0.35,2.43055555555556,13,19,33,1,7,30
 A-N33-K5  , RARAC     ,0.151,0.311,2.05960264900662,22,19,33,1,8,30
 A-N33-K5  , RARAC     ,0.148,0.283,1.91216216216216,16,19,33,1,9,30
 A-N33-K5  , RARAC     ,0.17,0.329,1.93529411764706,16,22,33,1,10,30
 A-N33-K5  , RARAC     ,0.099,0.211,2.13131313131313,11,14,33,1,11,30
 A-N33-K5  , RARAC     ,0.13,0.225,1.73076923076923,19,15,33,1,12,30
 A-N33-K5  , RARAC     ,0.16,0.3,1.875,15,20,33,1,13,30
 A-N33-K5  , RARAC     ,0.156,0.325,2.08333333333333,14,18,33,1,14,30
 A-N33-K5  , RARAC     ,0.162,0.3,1.85185185185185,14,18,33,1,15,30
 A-N33-K5  , RARAC     ,0.195,0.35,1.7948717948718,12,23,33,1,16,30
 A-N33-K5  , RARAC     ,0.122,0.246,2.01639344262295,17,16,33,1,17,30
 A-N33-K5  , RARAC     ,0.168,0.329,1.95833333333333,13,21,33,1,18,30
 A-N33-K5  , RARAC     ,0.117,0.234,2,20,14,33,1,19,30
 A-N33-K5  , RARAC     ,0.092,0.184,2,23,12,33,1,20,30
 A-N33-K5  , RARAC     ,0.235,0.441,1.87659574468085,16,23,33,1,21,30
 A-N33-K5  , RARAC     ,0.165,0.365,2.21212121212121,17,20,33,1,22,30
 A-N33-K5  , RARAC     ,0.222,0.339,1.52702702702703,19,23,33,1,23,30
 A-N33-K5  , RARAC     ,0.136,0.32,2.35294117647059,18,18,33,1,24,30
 A-N33-K5  , RARAC     ,0.192,0.369,1.921875,16,24,33,1,25,30
 A-N33-K5  , RARAC     ,0.225,0.379,1.68444444444444,16,25,33,1,26,30
 A-N33-K5  , RARAC     ,0.144,0.277,1.92361111111111,17,17,33,1,27,30
 A-N33-K5  , RARAC     ,0.166,0.35,2.10843373493976,15,22,33,1,28,30
 A-N33-K5  , RARAC     ,0.198,0.404,2.04040404040404,12,25,33,1,29,30
 A-N33-K5  , RARAC     ,0.147,0.259,1.76190476190476,18,16,33,1,30,30
 A-N33-K5  , RARAC     ,0.237,0.503,2.12236286919831,4,32,33,0,1,30
 A-N33-K5  , RARAC     ,0.256,0.531,2.07421875,4,36,33,0,2,30
 A-N33-K5  , RARAC     ,0.159,0.337,2.11949685534591,4,22,33,0,3,30
 A-N33-K5  , RARAC     ,0.218,0.414,1.89908256880734,4,28,33,0,4,30
 A-N33-K5  , RARAC     ,0.244,0.502,2.05737704918033,4,34,33,0,5,30
 A-N33-K5  , RARAC     ,0.164,0.343,2.09146341463415,4,23,33,0,6,30
 A-N33-K5  , RARAC     ,0.185,0.388,2.0972972972973,4,26,33,0,7,30
 A-N33-K5  , RARAC     ,0.211,0.401,1.90047393364929,4,27,33,0,8,30
 A-N33-K5  , RARAC     ,0.177,0.387,2.1864406779661,4,25,33,0,9,30
 A-N33-K5  , RARAC     ,0.172,0.358,2.08139534883721,4,24,33,0,10,30
 A-N33-K5  , RARAC     ,0.183,0.36,1.9672131147541,4,24,33,0,11,30
 A-N33-K5  , RARAC     ,0.192,0.543,2.828125,4,26,33,0,12,30
 A-N33-K5  , RARAC     ,0.184,0.38,2.06521739130435,4,25,33,0,13,30
 A-N33-K5  , RARAC     ,0.18,0.376,2.08888888888889,4,25,33,0,14,30
 A-N33-K5  , RARAC     ,0.195,0.388,1.98974358974359,4,26,33,0,15,30
 A-N33-K5  , RARAC     ,0.179,0.392,2.18994413407821,4,25,33,0,16,30
 A-N33-K5  , RARAC     ,0.247,0.498,2.01619433198381,4,33,33,0,17,30
 A-N33-K5  , RARAC     ,0.201,0.407,2.02487562189055,4,27,33,0,18,30
 A-N33-K5  , RARAC     ,0.197,0.398,2.02030456852792,4,23,33,0,19,30
 A-N33-K5  , RARAC     ,0.175,0.37,2.11428571428571,4,22,33,0,20,30
 A-N33-K5  , RARAC     ,0.238,0.561,2.35714285714286,4,33,33,0,21,30
 A-N33-K5  , RARAC     ,0.234,0.458,1.95726495726496,4,31,33,0,22,30
 A-N33-K5  , RARAC     ,0.163,0.332,2.03680981595092,4,23,33,0,23,30
 A-N33-K5  , RARAC     ,0.199,0.404,2.03015075376884,4,28,33,0,24,30
 A-N33-K5  , RARAC     ,0.272,0.561,2.0625,4,38,33,0,25,30
 A-N33-K5  , RARAC     ,0.23,0.47,2.04347826086957,4,32,33,0,26,30
 A-N33-K5  , RARAC     ,0.222,0.442,1.99099099099099,4,31,33,0,27,30
 A-N33-K5  , RARAC     ,0.208,0.424,2.03846153846154,4,29,33,0,28,30
 A-N33-K5  , RARAC     ,0.185,0.375,2.02702702702703,4,26,33,0,29,30
 A-N33-K5  , RARAC     ,0.218,0.455,2.08715596330275,4,31,33,0,30,30
 A-N33-K5  , REF       ,0.006,0.012,2,16,7,33,1,1,30
 A-N33-K5  , REF       ,0.012,0.025,2.08333333333333,12,9,33,1,2,30
 A-N33-K5  , REF       ,0.014,0.03,2.14285714285714,13,8,33,1,3,30
 A-N33-K5  , REF       ,0.008,0.019,2.375,12,6,33,1,4,30
 A-N33-K5  , REF       ,0.004,0.008,2,16,5,33,1,5,30
 A-N33-K5  , REF       ,0.017,0.028,1.64705882352941,14,8,33,1,6,30
 A-N33-K5  , REF       ,0.015,0.03,2,13,7,33,1,7,30
 A-N33-K5  , REF       ,0.001,0.001,1,22,2,33,1,8,30
 A-N33-K5  , REF       ,0.007,0.012,1.71428571428571,16,5,33,1,9,30
 A-N33-K5  , REF       ,0.008,0.018,2.25,16,7,33,1,10,30
 A-N33-K5  , REF       ,0.012,0.026,2.16666666666667,11,8,33,1,11,30
 A-N33-K5  , REF       ,0.004,0.007,1.75,19,4,33,1,12,30
 A-N33-K5  , REF       ,0.006,0.015,2.5,15,6,33,1,13,30
 A-N33-K5  , REF       ,0.028,0.061,2.17857142857143,14,9,33,1,14,30
 A-N33-K5  , REF       ,0.005,0.011,2.2,14,5,33,1,15,30
 A-N33-K5  , REF       ,0.011,0.021,1.90909090909091,12,7,33,1,16,30
 A-N33-K5  , REF       ,0.003,0.003,1,17,4,33,1,17,30
 A-N33-K5  , REF       ,0.006,0.013,2.16666666666667,13,4,33,1,18,30
 A-N33-K5  , REF       ,0.002,0.002,1,20,2,33,1,19,30
 A-N33-K5  , REF       ,0.002,0.001,0.5,23,2,33,1,20,30
 A-N33-K5  , REF       ,0.006,0.011,1.83333333333333,16,7,33,1,21,30
 A-N33-K5  , REF       ,0.003,0.008,2.66666666666667,17,5,33,1,22,30
 A-N33-K5  , REF       ,0.002,0.004,2,19,4,33,1,23,30
 A-N33-K5  , REF       ,0.011,0.017,1.54545454545455,18,7,33,1,24,30
 A-N33-K5  , REF       ,0.005,0.011,2.2,16,5,33,1,25,30
 A-N33-K5  , REF       ,0.004,0.008,2,16,5,33,1,26,30
 A-N33-K5  , REF       ,0.009,0.016,1.77777777777778,17,7,33,1,27,30
 A-N33-K5  , REF       ,0.015,0.032,2.13333333333333,15,10,33,1,28,30
 A-N33-K5  , REF       ,0.01,0.02,2,12,8,33,1,29,30
 A-N33-K5  , REF       ,0.006,0.01,1.66666666666667,18,6,33,1,30,30
 A-N33-K5  , REF       ,0.197,0.458,2.3248730964467,4,18,33,0,1,30
 A-N33-K5  , REF       ,0.188,0.407,2.16489361702128,4,19,33,0,2,30
 A-N33-K5  , REF       ,0.13,0.291,2.23846153846154,4,16,33,0,3,30
 A-N33-K5  , REF       ,0.105,0.265,2.52380952380952,4,15,33,0,4,30
 A-N33-K5  , REF       ,0.15,0.318,2.12,4,14,33,0,5,30
 A-N33-K5  , REF       ,0.137,0.309,2.25547445255474,4,18,33,0,6,30
 A-N33-K5  , REF       ,0.253,0.533,2.10671936758893,4,15,33,0,7,30
 A-N33-K5  , REF       ,0.118,0.267,2.26271186440678,4,16,33,0,8,30
 A-N33-K5  , REF       ,0.366,0.804,2.19672131147541,4,15,33,0,9,30
 A-N33-K5  , REF       ,0.135,0.307,2.27407407407407,4,16,33,0,10,30
 A-N33-K5  , REF       ,0.17,0.393,2.31176470588235,4,16,33,0,11,30
 A-N33-K5  , REF       ,0.111,0.249,2.24324324324324,4,13,33,0,12,30
 A-N33-K5  , REF       ,0.165,0.375,2.27272727272727,4,16,33,0,13,30
 A-N33-K5  , REF       ,0.16,0.366,2.2875,4,15,33,0,14,30
 A-N33-K5  , REF       ,0.187,0.415,2.2192513368984,4,15,33,0,15,30
 A-N33-K5  , REF       ,0.145,0.333,2.29655172413793,4,14,33,0,16,30
 A-N33-K5  , REF       ,0.166,0.37,2.2289156626506,4,14,33,0,17,30
 A-N33-K5  , REF       ,0.346,0.792,2.28901734104046,4,17,33,0,18,30
 A-N33-K5  , REF       ,0.145,0.31,2.13793103448276,4,16,33,0,19,30
 A-N33-K5  , REF       ,0.184,0.302,1.64130434782609,4,18,33,0,20,30
 A-N33-K5  , REF       ,0.194,0.421,2.1701030927835,4,17,33,0,21,30
 A-N33-K5  , REF       ,0.151,0.342,2.26490066225166,4,14,33,0,22,30
 A-N33-K5  , REF       ,0.173,0.384,2.21965317919075,4,14,33,0,23,30
 A-N33-K5  , REF       ,0.134,0.317,2.36567164179104,4,19,33,0,24,30
 A-N33-K5  , REF       ,0.314,0.662,2.10828025477707,4,16,33,0,25,30
 A-N33-K5  , REF       ,0.17,0.38,2.23529411764706,4,20,33,0,26,30
 A-N33-K5  , REF       ,0.127,0.293,2.30708661417323,4,18,33,0,27,30
 A-N33-K5  , REF       ,0.129,0.303,2.34883720930233,4,18,33,0,28,30
 A-N33-K5  , REF       ,0.136,0.308,2.26470588235294,4,15,33,0,29,30
 A-N33-K5  , REF       ,0.201,0.45,2.23880597014925,4,15,33,0,30,30
 A-N33-K5  , RERF      ,0.568,1.566,2.75704225352113,16,23,33,1,1,30
 A-N33-K5  , RERF      ,0.774,2.133,2.75581395348837,12,28,33,1,2,30
 A-N33-K5  , RERF      ,0.571,1.547,2.7092819614711,13,22,33,1,3,30
 A-N33-K5  , RERF      ,0.528,1.491,2.82386363636364,12,20,33,1,4,30
 A-N33-K5  , RERF      ,0.83,2.228,2.68433734939759,16,27,33,1,5,30
 A-N33-K5  , RERF      ,0.707,1.906,2.6958981612447,14,25,33,1,6,30
 A-N33-K5  , RERF      ,0.923,2.523,2.73347778981582,13,31,33,1,7,30
 A-N33-K5  , RERF      ,0.586,1.51,2.57679180887372,22,22,33,1,8,30
 A-N33-K5  , RERF      ,0.791,2.116,2.67509481668774,16,29,33,1,9,30
 A-N33-K5  , RERF      ,0.845,2.293,2.71360946745562,16,30,33,1,10,30
 A-N33-K5  , RERF      ,0.773,2.124,2.7477360931436,11,26,33,1,11,30
 A-N33-K5  , RERF      ,0.734,1.976,2.69209809264305,19,26,33,1,12,30
 A-N33-K5  , RERF      ,0.791,2.223,2.81036662452592,15,29,33,1,13,30
 A-N33-K5  , RERF      ,0.624,1.666,2.66987179487179,14,22,33,1,14,30
 A-N33-K5  , RERF      ,0.524,1.448,2.76335877862595,14,21,33,1,15,30
 A-N33-K5  , RERF      ,0.669,1.87,2.79521674140508,12,26,33,1,16,30
 A-N33-K5  , RERF      ,0.676,1.838,2.7189349112426,17,27,33,1,17,30
 A-N33-K5  , RERF      ,0.808,2.231,2.76113861386139,13,27,33,1,18,30
 A-N33-K5  , RERF      ,0.844,2.243,2.65758293838863,20,28,33,1,19,30
 A-N33-K5  , RERF      ,0.834,2.197,2.63429256594724,23,28,33,1,20,30
 A-N33-K5  , RERF      ,0.64,1.738,2.715625,16,23,33,1,21,30
 A-N33-K5  , RERF      ,0.59,1.598,2.70847457627119,17,22,33,1,22,30
 A-N33-K5  , RERF      ,0.619,1.676,2.70759289176091,19,24,33,1,23,30
 A-N33-K5  , RERF      ,0.814,2.185,2.68427518427518,18,26,33,1,24,30
 A-N33-K5  , RERF      ,0.586,1.574,2.68600682593857,16,22,33,1,25,30
 A-N33-K5  , RERF      ,0.799,2.173,2.71964956195244,16,28,33,1,26,30
 A-N33-K5  , RERF      ,0.864,2.341,2.70949074074074,17,29,33,1,27,30
 A-N33-K5  , RERF      ,0.624,1.704,2.73076923076923,15,23,33,1,28,30
 A-N33-K5  , RERF      ,0.64,1.768,2.7625,12,24,33,1,29,30
 A-N33-K5  , RERF      ,0.591,1.631,2.75972927241963,18,21,33,1,30,30
 A-N33-K5  , RERF      ,0.899,2.449,2.72413793103448,4,24,33,0,1,30
 A-N33-K5  , RERF      ,0.88,2.395,2.72159090909091,4,24,33,0,2,30
 A-N33-K5  , RERF      ,1.094,3.036,2.77513711151737,4,30,33,0,3,30
 A-N33-K5  , RERF      ,0.935,2.517,2.69197860962567,4,25,33,0,4,30
 A-N33-K5  , RERF      ,1.158,3.18,2.74611398963731,4,31,33,0,5,30
 A-N33-K5  , RERF      ,1.117,3.02,2.70367054610564,4,29,33,0,6,30
 A-N33-K5  , RERF      ,1.017,2.766,2.71976401179941,4,25,33,0,7,30
 A-N33-K5  , RERF      ,0.918,2.539,2.76579520697168,4,25,33,0,8,30
 A-N33-K5  , RERF      ,1.236,3.391,2.74352750809061,4,32,33,0,9,30
 A-N33-K5  , RERF      ,0.905,2.477,2.73701657458564,4,24,33,0,10,30
 A-N33-K5  , RERF      ,1.174,3.199,2.72487223168654,4,30,33,0,11,30
 A-N33-K5  , RERF      ,1.05,2.924,2.7847619047619,4,29,33,0,12,30
 A-N33-K5  , RERF      ,0.979,2.651,2.70786516853933,4,26,33,0,13,30
 A-N33-K5  , RERF      ,1.006,2.786,2.76938369781312,4,26,33,0,14,30
 A-N33-K5  , RERF      ,0.971,2.663,2.74253347064882,4,26,33,0,15,30
 A-N33-K5  , RERF      ,1.478,4.114,2.78349120433018,4,40,33,0,16,30
 A-N33-K5  , RERF      ,1.055,2.908,2.7563981042654,4,27,33,0,17,30
 A-N33-K5  , RERF      ,0.858,2.352,2.74125874125874,4,22,33,0,18,30
 A-N33-K5  , RERF      ,1.516,4.034,2.66094986807388,4,39,33,0,19,30
 A-N33-K5  , RERF      ,1.161,3.204,2.75968992248062,4,31,33,0,20,30
 A-N33-K5  , RERF      ,0.972,2.65,2.72633744855967,4,26,33,0,21,30
 A-N33-K5  , RERF      ,1.059,2.941,2.77714825306893,4,28,33,0,22,30
 A-N33-K5  , RERF      ,0.933,2.558,2.7416934619507,4,24,33,0,23,30
 A-N33-K5  , RERF      ,0.861,2.334,2.71080139372822,4,22,33,0,24,30
 A-N33-K5  , RERF      ,1.135,3.163,2.78678414096916,4,30,33,0,25,30
 A-N33-K5  , RERF      ,0.833,2.265,2.71908763505402,4,22,33,0,26,30
 A-N33-K5  , RERF      ,1.016,2.833,2.78838582677165,4,28,33,0,27,30
 A-N33-K5  , RERF      ,0.945,2.631,2.78412698412698,4,26,33,0,28,30
 A-N33-K5  , RERF      ,1.338,3.671,2.74364723467862,4,36,33,0,29,30
 A-N33-K5  , RERF      ,0.992,2.696,2.71774193548387,4,26,33,0,30,30
 A-N33-K5  , REREG     ,1.469,2.534,1.72498298162015,16,21,33,1,1,30
 A-N33-K5  , REREG     ,2.42,4.206,1.73801652892562,12,23,33,1,2,30
 A-N33-K5  , REREG     ,2.587,4.435,1.71434093544646,13,24,33,1,3,30
 A-N33-K5  , REREG     ,2.132,3.673,1.72279549718574,12,22,33,1,4,30
 A-N33-K5  , REREG     ,1.13,1.963,1.73716814159292,16,19,33,1,5,30
 A-N33-K5  , REREG     ,2.321,4.015,1.72985781990521,14,23,33,1,6,30
 A-N33-K5  , REREG     ,2.955,5.122,1.73333333333333,13,26,33,1,7,30
 A-N33-K5  , REREG     ,0.535,0.927,1.73271028037383,22,19,33,1,8,30
 A-N33-K5  , REREG     ,1.365,2.379,1.74285714285714,16,19,33,1,9,30
 A-N33-K5  , REREG     ,1.363,2.331,1.71019809244314,16,21,33,1,10,30
 A-N33-K5  , REREG     ,3.027,5.129,1.69441691443674,11,19,33,1,11,30
 A-N33-K5  , REREG     ,0.902,1.538,1.70509977827051,19,20,33,1,12,30
 A-N33-K5  , REREG     ,1.967,3.477,1.76766649720386,15,26,33,1,13,30
 A-N33-K5  , REREG     ,2.547,4.313,1.69336474283471,14,22,33,1,14,30
 A-N33-K5  , REREG     ,2.769,4.702,1.69808595160708,14,27,33,1,15,30
 A-N33-K5  , REREG     ,2.61,4.322,1.65593869731801,12,19,33,1,16,30
 A-N33-K5  , REREG     ,1.173,2.07,1.76470588235294,17,23,33,1,17,30
 A-N33-K5  , REREG     ,2.654,4.527,1.70572720422005,13,21,33,1,18,30
 A-N33-K5  , REREG     ,0.687,1.209,1.75982532751092,20,17,33,1,19,30
 A-N33-K5  , REREG     ,0.439,0.774,1.7630979498861,23,17,33,1,20,30
 A-N33-K5  , REREG     ,2.104,3.591,1.70674904942966,16,28,33,1,21,30
 A-N33-K5  , REREG     ,1.37,2.369,1.72919708029197,17,20,33,1,22,30
 A-N33-K5  , REREG     ,0.977,1.652,1.69089048106448,19,20,33,1,23,30
 A-N33-K5  , REREG     ,1.125,1.957,1.73955555555556,18,19,33,1,24,30
